Ciliated_cells;Cilia_p_value;Club_cells;Club_p_value;Endothelial_Cells;Endothelial_p_value;Epithelial_AT1_ME18.5;Epithelial_AT1_ME18.5_p_value;Epithelial_AT2;Epithelial_AT2_p_value;Lipo_Fibroblast;Lipo_Fibroblast_p_value;Matrix_Fibroblast;Matrix_Fibroblast_p_value;Myeloid_Immune Cells_ME18.5;Myeloid_Immune Cells_ME18.5_p_value;MyoFibroblast_ME18.5;MyoFibroblast_ME18.5_p_value
Ada;0.013563;;;;;;;;;;;;;;;;
BC064078;0.013563;;;;;;;;;;;;;;;;
Plekhg3;0.013563;;;;;;;;;;;;;;;;
Mirg;0.013563;;;;;;;;;;;;;;;;
Fsbp;0.013563;;;;;;;;;;;;;;;;
Ddx20;0.013563;;;;;;;;;;;;;;;;
Fbxw17;0.013563;;;;;;;;;;;;;;;;
Mia2;0.013563;;;;;;;;;;;;;;;;
Rem1;0.013563;;;;;;;;;;;;;;;;
1110032A03Rik;0.013618;;;;;;;;;;;;;;;;
Szrd1;0.013932;;;;;;;;;;;;;;;;
Rb1;0.013932;;;;;;;;;;;;;;;;
Eif2d;0.014009;;;;;;;;;;;;;;;;
Nhp2;0.014038;;;;;;;;;;;;;;;;
Tagap1;0.014276;;;;;;;;;;;;;;;;
Zfp945;0.014513;;;;;;;;;;;;;;;;
Chka;0.014513;;;;;;;;;;;;;;;;
Fam120aos;0.014513;;;;;;;;;;;;;;;;
Sh2b1;0.014548;;;;;;;;;;;;;;;;
Polr3k;0.014904;;;;;;;;;;;;;;;;
Ift43;0.01506;;;;;;;;;;;;;;;;
Tm9sf4;0.015227;;;;;;;;;;;;;;;;
Ppp2ca;0.015227;;;;;;;;;;;;;;;;
Nudc;0.015283;;;;;;;;;;;;;;;;
Dpy30;0.015523;;;;;;;;;;;;;;;;
Ube2r2;0.015523;;;;;;;;;;;;;;;;
Ate1;0.015596;;;;;;;;;;;;;;;;
Gtf3c6;0.015636;;;;;;;;;;;;;;;;
Ube2e1;0.015682;;;;;;;;;;;;;;;;
Bicc1;0.015682;;;;;;;;;;;;;;;;
Zfp410;0.016156;;;;;;;;;;;;;;;;
Med31;0.016156;;;;;;;;;;;;;;;;
Kxd1;0.016465;;;;;;;;;;;;;;;;
Fosb;0.016465;;;;;;;;;;;;;;;;
Dcn;0.016709;;;;;;;;;;;;;;;;
Pisd-ps1;0.016902;;;;;;;;;;;;;;;;
G3bp2;0.017291;;;;;;;;;;;;;;;;
Swi5;0.017906;;;;;;;;;;;;;;;;
Nsmaf;0.018018;;;;;;;;;;;;;;;;
Ilkap;0.018034;;;;;;;;;;;;;;;;
Slc18a2;0.018356;;;;;;;;;;;;;;;;
Syvn1;0.018932;;;;;;;;;;;;;;;;
Anapc11;0.019282;;;;;;;;;;;;;;;;
Tmem64;0.019897;;;;;;;;;;;;;;;;
Zdhhc21;0.020387;;;;;;;;;;;;;;;;
Tubgcp3;0.020387;;;;;;;;;;;;;;;;
Tex9;0.020456;;;;;;;;;;;;;;;;
Ppfia4;0.020456;;;;;;;;;;;;;;;;
Plekhn1;0.020456;;;;;;;;;;;;;;;;
Ptn;0.020456;;;;;;;;;;;;;;;;
Ccdc78;0.020456;;;;;;;;;;;;;;;;
Ccdc109b;0.020456;;;;;;;;;;;;;;;;
Slc37a4;0.020456;;;;;;;;;;;;;;;;
Tbl2;0.020456;;;;;;;;;;;;;;;;
Thap6;0.020456;;;;;;;;;;;;;;;;
Tnfaip8l2;0.020456;;;;;;;;;;;;;;;;
B3gnt3;0.020456;;;;;;;;;;;;;;;;
Prss35;0.020456;;;;;;;;;;;;;;;;
Prrx1;0.020456;;;;;;;;;;;;;;;;
Asrgl1;0.020456;;;;;;;;;;;;;;;;
Arl11;0.020456;;;;;;;;;;;;;;;;
Fstl3;0.020456;;;;;;;;;;;;;;;;
Apba1;0.020456;;;;;;;;;;;;;;;;
Svopl;0.020456;;;;;;;;;;;;;;;;
Glipr1;0.020456;;;;;;;;;;;;;;;;
Mlycd;0.020456;;;;;;;;;;;;;;;;
Gm14023;0.020456;;;;;;;;;;;;;;;;
Zfp109;0.020456;;;;;;;;;;;;;;;;
Zfp300;0.020456;;;;;;;;;;;;;;;;
Ttc7b;0.020456;;;;;;;;;;;;;;;;
Urb1;0.020456;;;;;;;;;;;;;;;;
Clic6;0.020456;;;;;;;;;;;;;;;;
Cyb5d2;0.020456;;;;;;;;;;;;;;;;
Gramd3;0.020456;;;;;;;;;;;;;;;;
Fbln2;0.020456;;;;;;;;;;;;;;;;
Zswim3;0.020456;;;;;;;;;;;;;;;;
Lrrc29;0.020456;;;;;;;;;;;;;;;;
Lyrm1;0.020456;;;;;;;;;;;;;;;;
Fam179b;0.020644;;;;;;;;;;;;;;;;
Trip11;0.020745;;;;;;;;;;;;;;;;
Ago2;0.022006;;;;;;;;;;;;;;;;
AI462493;0.022428;;;;;;;;;;;;;;;;
Tmem126b;0.022598;;;;;;;;;;;;;;;;
Ngfrap1;0.02302;;;;;;;;;;;;;;;;
Zbed4;0.023588;;;;;;;;;;;;;;;;
Acat1;0.023719;;;;;;;;;;;;;;;;
Srd5a3;0.02547;;;;;;;;;;;;;;;;
Prodh;0.025628;;;;;;;;;;;;;;;;
Bbs5;0.025628;;;;;;;;;;;;;;;;
Adat2;0.025628;;;;;;;;;;;;;;;;
Hnmt;0.025628;;;;;;;;;;;;;;;;
Med26;0.025628;;;;;;;;;;;;;;;;
L1cam;0.025628;;;;;;;;;;;;;;;;
Trub1;0.025628;;;;;;;;;;;;;;;;
Trmt12;0.025628;;;;;;;;;;;;;;;;
Tpx2;0.025628;;;;;;;;;;;;;;;;
Zbtb37;0.025628;;;;;;;;;;;;;;;;
Gm4013;0.025628;;;;;;;;;;;;;;;;
Rassf9;0.025628;;;;;;;;;;;;;;;;
Fat1;0.026465;;;;;;;;;;;;;;;;
Mief2;0.027671;;;;;;;;;;;;;;;;
Bet1l;0.027967;;;;;;;;;;;;;;;;
0610009B22Rik;0.02848;;;;;;;;;;;;;;;;
Appl2;0.028599;;;;;;;;;;;;;;;;
Ccdc80;0.028599;;;;;;;;;;;;;;;;
Dnajc15;0.030541;;;;;;;;;;;;;;;;
Tmem39a;0.030541;;;;;;;;;;;;;;;;
Tmem19;0.0314;;;;;;;;;;;;;;;;
Mrpl47;0.032269;;;;;;;;;;;;;;;;
Nfkbie;0.032746;;;;;;;;;;;;;;;;
Akr1b8;0.032746;;;;;;;;;;;;;;;;
Kif9;0.032746;;;;;;;;;;;;;;;;
Kdm8;0.032746;;;;;;;;;;;;;;;;
Ccdc138;0.032746;;;;;;;;;;;;;;;;
Mmp23;0.032746;;;;;;;;;;;;;;;;
Meox1;0.032746;;;;;;;;;;;;;;;;
Lilra5;0.032746;;;;;;;;;;;;;;;;
Large;0.032746;;;;;;;;;;;;;;;;
Ovol1;0.032746;;;;;;;;;;;;;;;;
Gm11517;0.032746;;;;;;;;;;;;;;;;
Zbtb2;0.032746;;;;;;;;;;;;;;;;
Chst3;0.032746;;;;;;;;;;;;;;;;
Slc39a3;0.032746;;;;;;;;;;;;;;;;
Rnf150;0.032746;;;;;;;;;;;;;;;;
Rad18;0.032746;;;;;;;;;;;;;;;;
Man1a2;0.033077;;;;;;;;;;;;;;;;
Gm608;0.033489;;;;;;;;;;;;;;;;
Pkp4;0.035076;;;;;;;;;;;;;;;;
Ctbp2;0.035096;;;;;;;;;;;;;;;;
Baz2b;0.035366;;;;;;;;;;;;;;;;
Yeats2;0.035406;;;;;;;;;;;;;;;;
Mlec;0.037781;;;;;;;;;;;;;;;;
Il13ra1;0.039112;;;;;;;;;;;;;;;;
D17Wsu104e;0.039336;;;;;;;;;;;;;;;;
Il1r1;0.039479;;;;;;;;;;;;;;;;
C920006O11Rik;0.039701;;;;;;;;;;;;;;;;
Arg2;0.039701;;;;;;;;;;;;;;;;
Pira2;0.039701;;;;;;;;;;;;;;;;
Icosl;0.039701;;;;;;;;;;;;;;;;
Plk1;0.039701;;;;;;;;;;;;;;;;
Postn;0.039701;;;;;;;;;;;;;;;;
L3mbtl2;0.039701;;;;;;;;;;;;;;;;
Fam175a;0.039701;;;;;;;;;;;;;;;;
Senp8;0.039701;;;;;;;;;;;;;;;;
Dclre1b;0.039701;;;;;;;;;;;;;;;;
Fndc1;0.039701;;;;;;;;;;;;;;;;
Ggt5;0.039701;;;;;;;;;;;;;;;;
Trit1;0.039701;;;;;;;;;;;;;;;;
Ndor1;0.039701;;;;;;;;;;;;;;;;
H2-DMb1;0.039701;;;;;;;;;;;;;;;;
Heatr2;0.039701;;;;;;;;;;;;;;;;
Mdm4;0.041686;;;;;;;;;;;;;;;;
Acot13;0.042404;;;;;;;;;;;;;;;;
Heatr5a;0.042722;;;;;;;;;;;;;;;;
Itpr2;0.043252;;;;;;;;;;;;;;;;
Tacstd2;0.046274;;;;;;;;;;;;;;;;
Tmem231;0.046274;;;;;;;;;;;;;;;;
Tmem45a;0.046274;;;;;;;;;;;;;;;;
Tmem8;0.046274;;;;;;;;;;;;;;;;
Tubgcp2;0.046274;;;;;;;;;;;;;;;;
Ube2t;0.046274;;;;;;;;;;;;;;;;
Unk;0.046274;;;;;;;;;;;;;;;;
Wdr34;0.046274;;;;;;;;;;;;;;;;
Clip4;0.046274;;;;;;;;;;;;;;;;
Cops7b;0.046274;;;;;;;;;;;;;;;;
Creld1;0.046274;;;;;;;;;;;;;;;;
Cyth1;0.046274;;;;;;;;;;;;;;;;
Lepr;0.046274;;;;;;;;;;;;;;;;
Lrrc25;0.046274;;;;;;;;;;;;;;;;
Lrrc75a;0.046274;;;;;;;;;;;;;;;;
Nnat;0.046274;;;;;;;;;;;;;;;;
Nat2;0.046274;;;;;;;;;;;;;;;;
Gm20939;0.046274;;;;;;;;;;;;;;;;
Zbtb33;0.046274;;;;;;;;;;;;;;;;
Zfp7;0.046274;;;;;;;;;;;;;;;;
Slc4a4;0.046274;;;;;;;;;;;;;;;;
Sik2;0.046274;;;;;;;;;;;;;;;;
Rhbdd1;0.046274;;;;;;;;;;;;;;;;
Iqcc;0.046274;;;;;;;;;;;;;;;;
Krtcap3;0.046274;;;;;;;;;;;;;;;;
Alms1;0.046274;;;;;;;;;;;;;;;;
Ccdc171;0.046274;;;;;;;;;;;;;;;;
Cenpn;0.046274;;;;;;;;;;;;;;;;
Poc5;0.046274;;;;;;;;;;;;;;;;
Cep350;0.046357;;;;;;;;;;;;;;;;
Ubr2;0.047146;;;;;;;;;;;;;;;;
Pfdn2;0.047756;;;;;;;;;;;;;;;;
Larp4b;0.048271;;;;;;;;;;;;;;;;
